ach,cortisol,ne,serotonin,stage,time_hours
0.8934,0.1314,0.0532,0.091,REM,4.175
0.8804,0.1295,0.0496,0.0848,REM,4.183333
0.898,0.1188,0.0414,0.0468,REM,4.191667
0.8939,0.1049,0.0754,0.12,REM,4.2
0.8834,0.1177,0.0367,0.0289,REM,4.208333
0.8992,0.1377,0.0388,0.0708,REM,4.216667
0.9427,0.1227,0.0734,0.0884,REM,4.225
0.9012,0.1591,0.0514,0.0627,REM,4.233333
0.9011,0.0928,0.071,0.0906,REM,4.241667
0.9065,0.1214,0.0471,0.0674,REM,4.25
0.8677,0.1372,0.0185,0.0609,REM,4.258333
0.8833,0.153,0.0323,0.0722,REM,4.266667
0.9087,0.1666,0.0462,0.1192,REM,4.275
0.8997,0.1344,0.054,0.0453,REM,4.283333
0.9032,0.1172,0.0254,0.092,REM,4.291667
0.9103,0.1252,0.0408,0.0622,REM,4.3
0.8863,0.1295,0.0772,0.0612,REM,4.308333
0.8753,0.1439,0.0385,0.0555,REM,4.316667
0.9211,0.1452,0.0104,0.0705,REM,4.325
0.8811,0.1245,0.0556,0.0609,REM,4.333333
0.925,0.1395,0.033,0.0457,REM,4.341667
0.8932,0.1303,0.0321,0.0548,REM,4.35
0.8888,0.1297,0.0505,0.0164,REM,4.358333
0.8856,0.1541,0.0542,0.1046,REM,4.366667
0.887,0.1112,0.0578,0.0915,REM,4.375
0.8853,0.1031,0.029,0.0565,REM,4.383333
0.8735,0.1356,0.0329,0.0669,REM,4.391667
0.9096,0.153,0.0294,0.0705,REM,4.4
0.8794,0.163,0.0624,0.0275,REM,4.408333
0.5392,0.1387,0.2881,0.38,N1,4.416667
0.5113,0.1294,0.3093,0.3732,N1,4.425
0.4443,0.1464,0.267,0.3489,N2,4.433333
0.4507,0.1521,0.3043,0.3547,N2,4.441667
0.4355,0.1447,0.2721,0.337,N2,4.45
0.459,0.1557,0.2703,0.3522,N2,4.458333
0.4291,0.157,0.2511,0.3317,N2,4.466667
0.4668,0.175,0.2926,0.3154,N2,4.475
0.4148,0.1454,0.2927,0.3226,N2,4.483333
0.4721,0.1541,0.2834,0.3501,N2,4.491667
0.416,0.1395,0.271,0.3487,N2,4.5
0.4329,0.1209,0.2884,0.3285,N2,4.508333
0.4432,0.1348,0.2339,0.3168,N2,4.516667
0.4331,0.1593,0.2884,0.342,N2,4.525
0.4315,0.1263,0.2893,0.3204,N2,4.533333
0.4419,0.1412,0.2613,0.3047,N2,4.541667
0.4623,0.1641,0.2917,0.3481,N2,4.55
0.4488,0.1451,0.285,0.3145,N2,4.558333
0.4532,0.1858,0.2708,0.3265,N2,4.566667
0.4418,0.157,0.3111,0.3303,N2,4.575
0.4781,0.1631,0.2948,0.3388,N2,4.583333
0.4255,0.1749,0.2748,0.3435,N2,4.591667
0.4674,0.1825,0.2681,0.3745,N2,4.6
0.4781,0.1721,0.3033,0.3425,N2,4.608333
0.4757,0.1698,0.2606,0.3731,N2,4.616667
0.4875,0.2013,0.2961,0.3159,N2,4.625
0.4693,0.1454,0.2691,0.2959,N2,4.633333
0.4721,0.131,0.2819,0.291,N2,4.641667
0.4325,0.1902,0.262,0.3416,N2,4.65
0.4217,0.1178,0.2608,0.301,N2,4.658333
0.4523,0.1611,0.3183,0.3315,N2,4.666667
0.4204,0.1824,0.296,0.3467,N2,4.675
0.4768,0.1344,0.2689,0.3139,N2,4.683333
0.4954,0.1784,0.279,0.3386,N2,4.691667
0.444,0.1632,0.2686,0.3667,N2,4.7
0.4313,0.1434,0.2972,0.3272,N2,4.708333
0.4414,0.149,0.2541,0.3237,N2,4.716667
0.4511,0.1786,0.2876,0.3385,N2,4.725
0.471,0.1648,0.2487,0.3525,N2,4.733333
0.4152,0.2064,0.2893,0.3407,N2,4.741667
0.4615,0.1641,0.2609,0.3533,N2,4.75
0.4325,0.1661,0.2645,0.308,N2,4.758333
0.4336,0.1508,0.3104,0.3415,N2,4.766667
0.4717,0.1776,0.284,0.3355,N2,4.775
0.4402,0.195,0.2922,0.338,N2,4.783333
0.4634,0.1847,0.2476,0.3374,N2,4.791667
0.4819,0.171,0.2774,0.3224,N2,4.8
0.454,0.1655,0.3043,0.3569,N2,4.808333
0.4512,0.1779,0.2858,0.3214,N2,4.816667
0.4273,0.1803,0.2712,0.3871,N2,4.825
0.2877,0.1627,0.2335,0.2432,N3,4.833333
0.3319,0.1745,0.2147,0.2487,N3,4.841667
0.3244,0.1639,0.2079,0.2292,N3,4.85
0.3063,0.1684,0.2099,0.2331,N3,4.858333
0.2949,0.1199,0.2147,0.2333,N3,4.866667
0.3161,0.1702,0.1828,0.2059,N3,4.875
0.2971,0.1312,0.2089,0.2617,N3,4.883333
0.2864,0.1903,0.2266,0.2099,N3,4.891667
0.3125,0.1428,0.1975,0.2436,N3,4.9
0.2954,0.1724,0.1957,0.2328,N3,4.908333
0.3137,0.1767,0.2137,0.2398,N3,4.916667
0.3393,0.1695,0.2078,0.2606,N3,4.925
0.3354,0.2259,0.1662,0.2412,N3,4.933333
0.2911,0.185,0.2058,0.2478,N3,4.941667
0.283,0.1521,0.1952,0.1875,N3,4.95
0.2868,0.1447,0.2004,0.2307,N3,4.958333
0.3,0.1856,0.2053,0.26,N3,4.966667
0.2646,0.1537,0.1976,0.247,N3,4.975
0.2956,0.1511,0.2202,0.2011,N3,4.983333
0.3128,0.1888,0.2053,0.2757,N3,4.991667
0.445,0.2132,0.2698,0.3508,N2,5.0
0.4357,0.1817,0.3067,0.3297,N2,5.008333
0.4611,0.1755,0.2437,0.3613,N2,5.016667
0.4775,0.1693,0.2632,0.3389,N2,5.025
0.4418,0.2005,0.2502,0.3255,N2,5.033333
0.4778,0.168,0.2774,0.318,N2,5.041667
0.4476,0.1795,0.2741,0.3405,N2,5.05
0.4483,0.1657,0.2796,0.314,N2,5.058333
0.4664,0.1743,0.235,0.3466,N2,5.066667
0.5029,0.1679,0.2853,0.3127,N2,5.075
0.4474,0.1559,0.274,0.3385,N2,5.083333
0.4424,0.1411,0.2955,0.339,N2,5.091667
0.4259,0.1508,0.2861,0.3394,N2,5.1
0.4684,0.1913,0.2781,0.3549,N2,5.108333
0.4428,0.1756,0.2679,0.3393,N2,5.116667
0.4506,0.1548,0.2451,0.3471,N2,5.125
0.4406,0.1665,0.3232,0.3364,N2,5.133333
0.4622,0.1662,0.3024,0.3601,N2,5.141667
0.4462,0.1941,0.2823,0.3244,N2,5.15
0.442,0.1698,0.3067,0.3475,N2,5.158333
0.4696,0.1923,0.2802,0.3577,N2,5.166667
0.4362,0.185,0.2818,0.3528,N2,5.175
0.4474,0.1311,0.2773,0.3408,N2,5.183333
0.4726,0.1757,0.2597,0.3415,N2,5.191667
0.4705,0.1585,0.2249,0.3059,N2,5.2
0.4443,0.1385,0.3063,0.3229,N2,5.208333
0.4669,0.1768,0.3074,0.3181,N2,5.216667
0.4767,0.1434,0.2689,0.365,N2,5.225
0.4239,0.1435,0.2825,0.336,N2,5.233333
0.4586,0.1218,0.2611,0.3704,N2,5.241667
0.4223,0.1562,0.2837,0.3494,N2,5.25
0.4566,0.1401,0.2472,0.3475,N2,5.258333
0.4637,0.1505,0.3028,0.3049,N2,5.266667
0.4675,0.1775,0.2618,0.378,N2,5.275
0.4342,0.1626,0.3187,0.3409,N2,5.283333
0.4204,0.18,0.2735,0.3514,N2,5.291667
0.4545,0.1695,0.282,0.3165,N2,5.3
0.4614,0.1213,0.267,0.3288,N2,5.308333
0.4599,0.1717,0.2742,0.3132,N2,5.316667
0.4479,0.1667,0.2572,0.3443,N2,5.325
0.4519,0.1158,0.3002,0.3418,N2,5.333333
0.4496,0.1358,0.3023,0.3271,N2,5.341667
0.4176,0.146,0.2997,0.3328,N2,5.35
0.4747,0.194,0.2898,0.3519,N2,5.358333
0.4533,0.1473,0.2642,0.3511,N2,5.366667
0.4593,0.1585,0.2263,0.3274,N2,5.375
0.4523,0.1638,0.3206,0.3482,N2,5.383333
0.4606,0.125,0.2922,0.3575,N2,5.391667
0.4237,0.1334,0.2692,0.3345,N2,5.4
0.4521,0.1359,0.2413,0.3318,N2,5.408333
0.4515,0.1332,0.2674,0.3282,N2,5.416667
0.4641,0.1404,0.2635,0.3472,N2,5.425
0.4238,0.1228,0.2953,0.321,N2,5.433333
0.4516,0.1185,0.2502,0.3512,N2,5.441667
0.4518,0.1521,0.2851,0.3763,N2,5.45
0.4619,0.1393,0.2987,0.3697,N2,5.458333
0.9182,0.1509,0.0421,0.0561,REM,5.466667
0.9188,0.1166,0.0087,0.0566,REM,5.475
0.8755,0.1516,0.0354,0.0441,REM,5.483333
0.8831,0.1288,0.0157,0.0873,REM,5.491667
0.8991,0.1129,0.0787,0.0307,REM,5.5
0.9131,0.176,0.0709,0.0758,REM,5.508333
0.9005,0.2058,0.0404,0.0643,REM,5.516667
0.9005,0.1711,0.0186,0.0661,REM,5.525
0.8933,0.212,0.0599,0.0738,REM,5.533333
0.8793,0.1821,0.0593,0.0464,REM,5.541667
0.8555,0.1993,0.0763,0.0627,REM,5.55
0.9002,0.1792,0.0737,0.0941,REM,5.558333
0.9102,0.1814,0.0873,0.0455,REM,5.566667
0.8898,0.1877,0.0354,0.0417,REM,5.575
0.9031,0.2022,0.0396,0.0756,REM,5.583333
0.9196,0.1875,0.027,0.0818,REM,5.591667
0.8847,0.214,0.0917,0.1048,REM,5.6
0.9337,0.156,0.0574,0.0674,REM,5.608333
0.8819,0.2425,0.042,0.0731,REM,5.616667
0.9211,0.1848,0.1098,0.062,REM,5.625
0.9161,0.232,0.0577,0.0559,REM,5.633333
0.8854,0.2277,0.0652,0.0821,REM,5.641667
0.9111,0.2311,0.0706,0.0696,REM,5.65
0.9368,0.2148,0.0381,0.0363,REM,5.658333
0.895,0.1921,0.03,0.0444,REM,5.666667
0.8748,0.1939,0.0578,0.0226,REM,5.675
0.9114,0.1632,0.0721,0.0499,REM,5.683333
0.8984,0.1999,0.0212,0.0833,REM,5.691667
0.9212,0.2411,0.0589,0.0457,REM,5.7
0.8678,0.2016,0.0392,0.0569,REM,5.708333
0.8988,0.202,0.0791,0.031,REM,5.716667
0.8937,0.1935,0.0777,0.1146,REM,5.725
0.9471,0.2474,0.0573,0.0851,REM,5.733333
0.883,0.197,0.038,0.038,REM,5.741667
0.9056,0.2382,0.0686,0.0429,REM,5.75
0.9009,0.2125,0.0747,0.0143,REM,5.758333
0.8599,0.2231,0.0581,0.0637,REM,5.766667
0.9035,0.2238,0.046,0.0586,REM,5.775
0.918,0.2509,0.0243,0.0678,REM,5.783333
0.8962,0.2282,0.0428,0.0629,REM,5.791667
0.9392,0.2303,0.0567,0.0647,REM,5.8
0.9165,0.2225,0.0358,0.0739,REM,5.808333
0.9092,0.2428,0.0572,0.0274,REM,5.816667
0.8848,0.2763,0.0117,0.0837,REM,5.825
0.8985,0.2716,0.0477,0.0661,REM,5.833333
0.8958,0.1969,0.0594,0.0715,REM,5.841667
0.9074,0.2424,0.0347,0.0788,REM,5.85
0.8998,0.2492,0.0777,0.0652,REM,5.858333
0.9213,0.2404,0.0471,0.0777,REM,5.866667
0.8929,0.2411,0.0609,0.0614,REM,5.875
0.9237,0.2217,0.0416,0.069,REM,5.883333
0.9014,0.2659,0.0248,0.0506,REM,5.891667
0.8732,0.2604,0.0446,0.0736,REM,5.9
0.8933,0.2672,0.0608,0.074,REM,5.908333
0.9422,0.2758,0.0509,0.0328,REM,5.916667
0.9299,0.2426,0.0137,0.0653,REM,5.925
0.9085,0.2731,0.0636,0.0285,REM,5.933333
0.8826,0.2709,0.0541,0.0629,REM,5.941667
0.915,0.2761,0.0401,0.1003,REM,5.95
0.9033,0.2842,0.0283,0.0686,REM,5.958333
0.483,0.2462,0.3074,0.3301,N1,5.966667
0.5299,0.2651,0.3268,0.3314,N1,5.975
0.4876,0.2754,0.2674,0.3701,N1,5.983333
0.5115,0.282,0.3448,0.3521,N1,5.991667
0.5027,0.3028,0.2928,0.3574,N1,6.0
0.4897,0.3181,0.3192,0.3743,N1,6.008333
0.4608,0.2932,0.2412,0.3306,N2,6.016667
0.4594,0.3126,0.3127,0.3022,N2,6.025
0.4452,0.2554,0.2826,0.357,N2,6.033333
0.431,0.3079,0.2816,0.3344,N2,6.041667
0.4715,0.3223,0.293,0.3586,N2,6.05
0.477,0.3208,0.2412,0.3152,N2,6.058333
0.4641,0.3046,0.2899,0.3455,N2,6.066667
0.4439,0.3164,0.2899,0.2942,N2,6.075
0.4689,0.3161,0.2914,0.3536,N2,6.083333
0.4658,0.3285,0.279,0.3206,N2,6.091667
0.444,0.3191,0.2745,0.338,N2,6.1
0.4335,0.334,0.2639,0.3435,N2,6.108333
0.4482,0.3512,0.2736,0.3233,N2,6.116667
0.4495,0.3193,0.2761,0.3319,N2,6.125
0.4508,0.3102,0.3064,0.2879,N2,6.133333
0.4598,0.3133,0.2524,0.3335,N2,6.141667
0.4743,0.3125,0.3025,0.3826,N2,6.15
0.4393,0.3394,0.307,0.3681,N2,6.158333
0.4639,0.3385,0.2875,0.2805,N2,6.166667
0.4477,0.3465,0.2915,0.3356,N2,6.175
0.4494,0.3393,0.3061,0.3304,N2,6.183333
0.4195,0.3375,0.2635,0.3132,N2,6.191667
0.4663,0.373,0.3026,0.317,N2,6.2
0.4627,0.3631,0.2872,0.3438,N2,6.208333
0.4771,0.3427,0.2773,0.3405,N2,6.216667
0.4252,0.3826,0.2644,0.3091,N2,6.225
0.425,0.3904,0.2878,0.347,N2,6.233333
0.4719,0.4026,0.3062,0.3382,N2,6.241667
0.4664,0.3972,0.2631,0.3305,N2,6.25
0.4285,0.3867,0.2662,0.3221,N2,6.258333
0.4185,0.4067,0.2985,0.2905,N2,6.266667
0.4475,0.4047,0.3442,0.3677,N2,6.275
0.4139,0.4224,0.2536,0.3391,N2,6.283333
0.4278,0.4082,0.2683,0.3231,N2,6.291667
0.4324,0.4231,0.2956,0.354,N2,6.3
0.4466,0.4547,0.2728,0.3333,N2,6.308333
0.4325,0.407,0.3182,0.353,N2,6.316667
0.4624,0.4389,0.3191,0.3325,N2,6.325
0.4264,0.4373,0.3093,0.3162,N2,6.333333
0.4313,0.4957,0.2485,0.3263,N2,6.341667
0.472,0.4564,0.2817,0.3721,N2,6.35
0.4743,0.4564,0.2864,0.3635,N2,6.358333
0.4251,0.4838,0.2579,0.318,N2,6.366667
0.4317,0.4427,0.3006,0.3148,N2,6.375
0.4697,0.4499,0.2979,0.3366,N2,6.383333
0.4402,0.4259,0.2775,0.3734,N2,6.391667
0.4451,0.505,0.2774,0.3079,N2,6.4
0.4229,0.4464,0.2962,0.3478,N2,6.408333
0.4211,0.4999,0.2692,0.3554,N2,6.416667
0.4561,0.4545,0.2673,0.3603,N2,6.425
0.4865,0.4628,0.2642,0.3273,N2,6.433333
0.4743,0.5252,0.3124,0.3325,N2,6.441667
0.4504,0.5058,0.299,0.37,N2,6.45
0.4476,0.5102,0.2504,0.35,N2,6.458333
0.4218,0.4855,0.24,0.3421,N2,6.466667
0.4535,0.5229,0.2906,0.365,N2,6.475
0.4115,0.5037,0.3036,0.322,N2,6.483333
0.4709,0.5297,0.2665,0.3291,N2,6.491667
0.4179,0.5466,0.2846,0.3613,N2,6.5
0.4566,0.5624,0.2881,0.3591,N2,6.508333
0.4685,0.5681,0.298,0.3117,N2,6.516667
0.4797,0.5434,0.2855,0.3081,N2,6.525
0.4411,0.545,0.2967,0.3113,N2,6.533333
0.4926,0.568,0.3244,0.3396,N2,6.541667
0.4408,0.5182,0.3004,0.3128,N2,6.55
0.4442,0.5332,0.2682,0.3227,N2,6.558333
0.4239,0.5839,0.2706,0.3399,N2,6.566667
0.4365,0.5717,0.2625,0.3235,N2,6.575
0.4367,0.5368,0.2868,0.2994,N2,6.583333
0.4521,0.558,0.2604,0.3376,N2,6.591667
0.4485,0.5744,0.2934,0.3215,N2,6.6
0.4137,0.5711,0.249,0.3438,N2,6.608333
0.4532,0.5719,0.3031,0.3374,N2,6.616667
0.434,0.6346,0.2905,0.3415,N2,6.625
0.4596,0.5996,0.2908,0.3382,N2,6.633333
0.4467,0.6206,0.2552,0.3158,N2,6.641667
0.474,0.6106,0.2983,0.3091,N2,6.65
0.4208,0.5813,0.272,0.3236,N2,6.658333
0.296,0.6181,0.1932,0.2481,N3,6.666667
0.2893,0.6076,0.1932,0.2346,N3,6.675
0.3315,0.6453,0.1869,0.243,N3,6.683333
0.3041,0.604,0.2005,0.2078,N3,6.691667
0.3152,0.6407,0.1995,0.2368,N3,6.7
0.3168,0.6303,0.1926,0.2583,N3,6.708333
0.4491,0.6565,0.2899,0.372,N2,6.716667
0.4343,0.6544,0.2574,0.3148,N2,6.725
0.4467,0.6107,0.2311,0.3379,N2,6.733333
0.4656,0.6345,0.3102,0.3306,N2,6.741667
0.4504,0.6337,0.2684,0.3277,N2,6.75
0.4802,0.672,0.2368,0.331,N2,6.758333
0.4577,0.6369,0.2803,0.3507,N2,6.766667
0.4454,0.7075,0.2359,0.3088,N2,6.775
0.4387,0.7185,0.2601,0.3765,N2,6.783333
0.4121,0.7074,0.2305,0.3379,N2,6.791667
0.4639,0.6696,0.273,0.3363,N2,6.8
0.4221,0.6911,0.2767,0.3588,N2,6.808333
0.429,0.7013,0.2744,0.3527,N2,6.816667
0.4512,0.6956,0.2851,0.3616,N2,6.825
0.4846,0.7284,0.2724,0.3423,N2,6.833333
0.4366,0.7248,0.3007,0.3733,N2,6.841667
0.4589,0.7106,0.2823,0.3424,N2,6.85
0.4526,0.6888,0.2943,0.3192,N2,6.858333
0.4676,0.6953,0.2928,0.3588,N2,6.866667
0.4696,0.7314,0.2365,0.3304,N2,6.875
0.4399,0.7351,0.2677,0.3146,N2,6.883333
0.3973,0.7373,0.2622,0.3514,N2,6.891667
0.4836,0.7252,0.2962,0.3421,N2,6.9
0.4446,0.7401,0.2986,0.3627,N2,6.908333
0.4462,0.7289,0.3262,0.3433,N2,6.916667
0.4816,0.7326,0.2724,0.3246,N2,6.925
0.442,0.7595,0.2667,0.2997,N2,6.933333
0.4308,0.7603,0.2786,0.3414,N2,6.941667
0.4524,0.761,0.3051,0.3646,N2,6.95
0.4557,0.7233,0.2407,0.353,N2,6.958333
0.4375,0.7605,0.2883,0.3425,N2,6.966667
0.4871,0.7442,0.3234,0.3321,N2,6.975
0.4605,0.7637,0.3172,0.3341,N2,6.983333
0.4494,0.8025,0.303,0.3538,N2,6.991667
0.4568,0.7533,0.2828,0.3413,N2,7.0
0.471,0.7493,0.3015,0.3615,N2,7.008333
0.4602,0.7817,0.3124,0.3349,N2,7.016667
0.4513,0.7639,0.2674,0.354,N2,7.025
0.4278,0.7772,0.2838,0.3343,N2,7.033333
0.4509,0.7743,0.2911,0.3221,N2,7.041667
0.4346,0.7535,0.3027,0.3386,N2,7.05
0.4771,0.7954,0.2763,0.3345,N2,7.058333
0.4199,0.7791,0.2611,0.3322,N2,7.066667
0.442,0.8044,0.3119,0.3514,N2,7.075
0.4581,0.8362,0.2562,0.302,N2,7.083333
0.4545,0.7715,0.2454,0.3209,N2,7.091667
0.4558,0.7779,0.2878,0.3499,N2,7.1
0.449,0.8522,0.3018,0.3081,N2,7.108333
0.9299,0.7916,0.0612,0.0692,REM,7.116667
0.925,0.7865,0.0732,0.0607,REM,7.125
0.9056,0.7995,0.0319,0.033,REM,7.133333
0.8971,0.8112,0.0496,0.0659,REM,7.141667
0.8859,0.8153,0.0622,0.0401,REM,7.15
0.9211,0.7978,0.0317,0.0804,REM,7.158333
0.8949,0.7829,0.031,0.1206,REM,7.166667
0.9019,0.7984,0.0618,0.0835,REM,7.175
0.9013,0.7925,0.044,0.0695,REM,7.183333
0.8682,0.8373,0.039,0.0515,REM,7.191667
0.9037,0.8008,0.0281,0.0462,REM,7.2
0.9193,0.7806,0.0322,0.0545,REM,7.208333
0.8978,0.8099,0.0323,0.074,REM,7.216667
0.8996,0.7848,0.0137,0.073,REM,7.225
0.896,0.8436,0.0609,0.0696,REM,7.233333
0.9205,0.869,0.0358,0.0775,REM,7.241667
0.8986,0.8307,0.0157,0.0615,REM,7.25
0.9464,0.811,0.0265,0.0511,REM,7.258333
0.9226,0.8349,0.0367,0.0268,REM,7.266667
0.8878,0.8499,0.054,0.0527,REM,7.275
0.9174,0.8715,0.0517,0.0574,REM,7.283333
0.8941,0.8457,0.0768,0.0735,REM,7.291667
0.8904,0.823,0.053,0.0614,REM,7.3
0.8772,0.8474,0.0417,0.0613,REM,7.308333
0.8887,0.809,0.0654,0.0758,REM,7.316667
0.8834,0.8289,0.0378,0.0432,REM,7.325
0.9536,0.8401,0.0144,0.0328,REM,7.333333
0.9268,0.8192,0.0632,0.0514,REM,7.341667
0.9016,0.8027,0.0649,0.0772,REM,7.35
0.9042,0.8389,0.0289,0.0595,REM,7.358333
0.8804,0.8402,0.0541,0.0439,REM,7.366667
0.9213,0.8201,0.0671,0.0346,REM,7.375
0.8962,0.8653,0.0428,0.007,REM,7.383333
0.8757,0.8418,0.0578,0.0592,REM,7.391667
0.9247,0.8608,0.05,0.0517,REM,7.4
0.8997,0.8376,0.053,0.0433,REM,7.408333
0.9291,0.8383,0.0576,0.0961,REM,7.416667
0.9132,0.8704,0.068,0.0792,REM,7.425
0.8993,0.8525,0.0592,0.0449,REM,7.433333
0.902,0.8601,0.0302,0.0444,REM,7.441667
0.9332,0.8535,0.0595,0.0392,REM,7.45
0.9049,0.8644,0.0257,0.0624,REM,7.458333
0.8871,0.8778,0.0376,0.0699,REM,7.466667
0.8908,0.8598,0.0677,0.068,REM,7.475
0.8834,0.84,0.0792,0.0792,REM,7.483333
0.9104,0.8816,0.0492,0.0447,REM,7.491667
0.9041,0.8536,0.0461,0.0744,REM,7.5
0.9115,0.9166,0.0377,0.0694,REM,7.508333
0.8712,0.8564,0.0264,0.0448,REM,7.516667
0.918,0.8469,0.0353,0.0411,REM,7.525
0.8883,0.8586,0.0219,0.0826,REM,7.533333
0.9177,0.8907,0.0349,0.075,REM,7.541667
0.9171,0.8742,0.0377,0.0641,REM,7.55
0.9147,0.8274,0.0649,0.0507,REM,7.558333
0.9214,0.8446,0.0816,0.0776,REM,7.566667
0.8863,0.8332,0.0844,0.0914,REM,7.575
0.898,0.8384,0.0251,0.0352,REM,7.583333
0.9184,0.8081,0.0347,0.0584,REM,7.591667
0.8902,0.8333,0.0374,0.0401,REM,7.6
0.893,0.8556,0.0408,0.0601,REM,7.608333
0.8933,0.7878,0.0465,0.0487,REM,7.616667
0.9554,0.8105,0.0483,0.0232,REM,7.625
0.8904,0.7705,0.0645,0.0542,REM,7.633333
0.9099,0.7903,0.0416,0.0486,REM,7.641667
0.89,0.8028,0.0658,0.0715,REM,7.65
0.916,0.7834,0.0282,0.0749,REM,7.658333
0.522,0.7702,0.3275,0.3665,N1,7.666667
0.5,0.7913,0.3349,0.372,N1,7.675
0.4967,0.736,0.3167,0.3518,N1,7.683333
0.5162,0.7756,0.3138,0.397,N1,7.691667
0.4607,0.7627,0.2842,0.3559,N2,7.7
0.4989,0.7984,0.2697,0.325,N2,7.708333
0.4532,0.7446,0.2986,0.3706,N2,7.716667
0.4451,0.7589,0.268,0.3594,N2,7.725
0.427,0.7459,0.2476,0.3318,N2,7.733333
0.4363,0.6988,0.2829,0.3365,N2,7.741667
0.4701,0.7323,0.2485,0.3047,N2,7.75
0.4441,0.7149,0.2922,0.3087,N2,7.758333
0.451,0.7409,0.3121,0.3359,N2,7.766667
0.4165,0.7162,0.2479,0.3303,N2,7.775
0.4549,0.7652,0.2901,0.3246,N2,7.783333
0.4312,0.6676,0.3253,0.3098,N2,7.791667
0.4618,0.7054,0.2852,0.3322,N2,7.8
0.4444,0.7116,0.2323,0.3698,N2,7.808333
0.4559,0.6986,0.295,0.3489,N2,7.816667
0.4356,0.6813,0.2349,0.3308,N2,7.825
0.4674,0.673,0.2981,0.3213,N2,7.833333
0.4203,0.6972,0.2621,0.3429,N2,7.841667
0.4375,0.7057,0.2731,0.3406,N2,7.85
0.4782,0.6908,0.3086,0.3104,N2,7.858333
0.4349,0.6606,0.2743,0.3264,N2,7.866667
0.4584,0.6784,0.281,0.3389,N2,7.875
0.4765,0.65,0.2769,0.3285,N2,7.883333
0.4318,0.6657,0.2735,0.3096,N2,7.891667
0.4732,0.6395,0.2709,0.3007,N2,7.9
0.4443,0.6431,0.3013,0.3349,N2,7.908333
0.4248,0.6626,0.2522,0.3208,N2,7.916667
0.4476,0.6238,0.2621,0.3256,N2,7.925
0.4402,0.6694,0.2644,0.3385,N2,7.933333
0.4429,0.6296,0.2663,0.3073,N2,7.941667
0.4413,0.6713,0.2573,0.3024,N2,7.95
0.4602,0.6444,0.287,0.3428,N2,7.958333
0.48,0.587,0.2867,0.3405,N2,7.966667
0.4564,0.6167,0.288,0.2986,N2,7.975
0.4616,0.6282,0.2999,0.3427,N2,7.983333
0.4469,0.6554,0.2683,0.3238,N2,7.991667
