ach,cortisol,ne,serotonin,stage,time_hours
0.4604,0.1704,0.2592,0.2854,N2,4.258333
0.4338,0.1231,0.2691,0.273,N2,4.266667
0.4525,0.1324,0.2602,0.2832,N2,4.275
0.4279,0.0895,0.2512,0.2933,N2,4.283333
0.4579,0.1408,0.2584,0.2846,N2,4.291667
0.4861,0.1223,0.2845,0.2844,N2,4.3
0.4148,0.1473,0.2751,0.3029,N2,4.308333
0.4258,0.1213,0.2673,0.3026,N2,4.316667
0.4251,0.121,0.3098,0.2506,N2,4.325
0.4566,0.1373,0.2609,0.2914,N2,4.333333
0.4548,0.1365,0.2704,0.275,N2,4.341667
0.4422,0.1344,0.281,0.2501,N2,4.35
0.4374,0.1618,0.2894,0.3064,N2,4.358333
0.4538,0.123,0.2781,0.3084,N2,4.366667
0.4598,0.1418,0.2821,0.2811,N2,4.375
0.4637,0.1666,0.2623,0.3114,N2,4.383333
0.4454,0.1228,0.2792,0.273,N2,4.391667
0.4208,0.1563,0.288,0.2738,N2,4.4
0.45,0.1396,0.2995,0.2526,N2,4.408333
0.4748,0.1296,0.2351,0.2609,N2,4.416667
0.4436,0.1406,0.2691,0.2656,N2,4.425
0.4551,0.1385,0.2419,0.2391,N2,4.433333
0.4516,0.1411,0.3108,0.2669,N2,4.441667
0.9332,0.1368,0.0253,0.0554,REM,4.45
0.8693,0.154,0.0537,0.041,REM,4.458333
0.8972,0.14,0.0404,0.0527,REM,4.466667
0.9004,0.152,0.0454,0.04,REM,4.475
0.9237,0.1383,0.0374,0.0669,REM,4.483333
0.918,0.1737,0.0719,0.0531,REM,4.491667
0.9177,0.1721,0.0771,0.0381,REM,4.5
0.9011,0.1388,0.0777,0.0499,REM,4.508333
0.8828,0.173,0.0562,0.0441,REM,4.516667
0.9029,0.151,0.0536,0.0576,REM,4.525
0.8733,0.1372,0.0614,0.0314,REM,4.533333
0.9149,0.1618,0.0651,0.0261,REM,4.541667
0.9069,0.1697,0.041,0.0604,REM,4.55
0.8985,0.16,0.0277,0.0726,REM,4.558333
0.8489,0.1619,0.0452,0.0345,REM,4.566667
0.8922,0.1446,0.0683,0.0435,REM,4.575
0.9213,0.1638,0.063,0.0298,REM,4.583333
0.9097,0.1814,0.0581,0.0305,REM,4.591667
0.8966,0.1702,0.0636,0.0632,REM,4.6
0.9229,0.174,0.0409,0.0502,REM,4.608333
0.927,0.1614,0.0532,0.0653,REM,4.616667
0.9065,0.1952,0.0442,0.0463,REM,4.625
0.8881,0.141,0.0723,0.0584,REM,4.633333
0.9108,0.1359,0.0644,0.0656,REM,4.641667
0.9548,0.1699,0.0219,0.0277,REM,4.65
0.8967,0.1844,0.0342,0.0555,REM,4.658333
0.8764,0.2089,0.0804,0.0622,REM,4.666667
0.9079,0.1537,0.0516,0.0599,REM,4.675
0.9153,0.2128,0.0497,0.0652,REM,4.683333
0.9026,0.2003,0.048,0.051,REM,4.691667
0.9214,0.1468,0.0376,0.0352,REM,4.7
0.8786,0.1815,0.0763,0.032,REM,4.708333
0.885,0.1228,0.0375,0.0649,REM,4.716667
0.8806,0.1859,0.06,0.0531,REM,4.725
0.8814,0.1666,0.0653,0.0873,REM,4.733333
0.8952,0.1751,0.0555,0.0452,REM,4.741667
0.9028,0.1792,0.0328,0.0277,REM,4.75
0.8875,0.1699,0.0165,0.032,REM,4.758333
0.8864,0.174,0.0463,0.0767,REM,4.766667
0.8676,0.1474,0.0592,0.0265,REM,4.775
0.9513,0.1587,0.0618,0.0649,REM,4.783333
0.914,0.1724,0.0513,0.0091,REM,4.791667
0.8957,0.127,0.0753,0.0598,REM,4.8
0.903,0.1803,0.0418,0.0276,REM,4.808333
0.9009,0.1257,0.0916,0.0407,REM,4.816667
0.9109,0.1743,0.0436,0.0639,REM,4.825
0.8926,0.1819,0.0387,0.0244,REM,4.833333
0.876,0.1664,0.0454,0.0603,REM,4.841667
0.9263,0.1743,0.0556,0.037,REM,4.85
0.8867,0.1637,0.0662,0.0416,REM,4.858333
0.9145,0.1625,0.0258,0.0676,REM,4.866667
0.8964,0.1817,0.0329,0.0589,REM,4.875
0.9206,0.171,0.0447,0.0696,REM,4.883333
0.9141,0.1456,0.0507,0.037,REM,4.891667
0.5308,0.1837,0.2809,0.2877,N1,4.9
0.5024,0.195,0.2884,0.2969,N1,4.908333
0.4993,0.1757,0.3163,0.3055,N1,4.916667
0.5213,0.1463,0.29,0.3079,N1,4.925
0.5027,0.198,0.3182,0.298,N1,4.933333
0.5071,0.14,0.2661,0.3006,N1,4.941667
0.4379,0.1976,0.2722,0.2998,N2,4.95
0.4375,0.2076,0.2477,0.2559,N2,4.958333
0.4473,0.1601,0.2877,0.2749,N2,4.966667
0.4076,0.1757,0.2883,0.2432,N2,4.975
0.477,0.1578,0.2789,0.303,N2,4.983333
0.4729,0.1497,0.2503,0.2754,N2,4.991667
0.4445,0.1782,0.2946,0.2235,N2,5.0
0.4827,0.1863,0.2759,0.2691,N2,5.008333
0.4595,0.1904,0.3093,0.2623,N2,5.016667
0.4618,0.1835,0.279,0.2561,N2,5.025
0.4369,0.1682,0.3053,0.3022,N2,5.033333
0.4561,0.1746,0.2662,0.2358,N2,5.041667
0.4325,0.1571,0.2996,0.2641,N2,5.05
0.4264,0.1603,0.2618,0.2459,N2,5.058333
0.4343,0.1435,0.2781,0.3065,N2,5.066667
0.4452,0.1999,0.2782,0.2831,N2,5.075
0.4603,0.162,0.2756,0.2608,N2,5.083333
0.437,0.1833,0.3123,0.26,N2,5.091667
0.4301,0.1394,0.2837,0.2574,N2,5.1
0.4627,0.1942,0.2854,0.29,N2,5.108333
0.4578,0.1442,0.2691,0.2766,N2,5.116667
0.4302,0.1775,0.2982,0.3031,N2,5.125
0.4576,0.1678,0.2676,0.2933,N2,5.133333
0.4623,0.164,0.2555,0.2758,N2,5.141667
0.4345,0.1682,0.266,0.2868,N2,5.15
0.4623,0.1593,0.2659,0.2719,N2,5.158333
0.449,0.1881,0.2942,0.3041,N2,5.166667
0.4565,0.1635,0.2608,0.2655,N2,5.175
0.4118,0.1313,0.2704,0.2997,N2,5.183333
0.4484,0.1234,0.255,0.273,N2,5.191667
0.462,0.1688,0.2758,0.2849,N2,5.2
0.4486,0.1638,0.2851,0.28,N2,5.208333
0.453,0.1557,0.265,0.2872,N2,5.216667
0.4089,0.1635,0.2955,0.2836,N2,5.225
0.4619,0.117,0.2939,0.2913,N2,5.233333
0.4934,0.2054,0.301,0.3125,N2,5.241667
0.4519,0.1073,0.2384,0.2728,N2,5.25
0.4523,0.1683,0.2376,0.2803,N2,5.258333
0.4442,0.141,0.3032,0.2675,N2,5.266667
0.4359,0.1362,0.2987,0.2782,N2,5.275
0.4607,0.1965,0.2524,0.2855,N2,5.283333
0.4266,0.161,0.2953,0.2929,N2,5.291667
0.4453,0.1173,0.3028,0.2895,N2,5.3
0.4336,0.1621,0.2564,0.2704,N2,5.308333
0.4483,0.1635,0.2903,0.2901,N2,5.316667
0.4611,0.1456,0.3003,0.2905,N2,5.325
0.4723,0.1392,0.2852,0.2877,N2,5.333333
0.4483,0.1435,0.2622,0.2961,N2,5.341667
0.427,0.1157,0.2368,0.3072,N2,5.35
0.453,0.1181,0.2682,0.2855,N2,5.358333
0.4506,0.1419,0.2881,0.2868,N2,5.366667
0.4609,0.0856,0.2509,0.2873,N2,5.375
0.4538,0.1163,0.2803,0.2651,N2,5.383333
0.4351,0.1245,0.2714,0.2804,N2,5.391667
0.466,0.1021,0.2807,0.3109,N2,5.4
0.4537,0.1181,0.2794,0.2978,N2,5.408333
0.4532,0.0932,0.2891,0.3231,N2,5.416667
0.4481,0.0921,0.2964,0.3564,N2,5.425
0.4444,0.1195,0.2685,0.2573,N2,5.433333
0.4528,0.1253,0.2887,0.307,N2,5.441667
0.4605,0.164,0.27,0.2727,N2,5.45
0.4532,0.1571,0.2912,0.2735,N2,5.458333
0.447,0.1242,0.34,0.2722,N2,5.466667
0.436,0.1559,0.2564,0.2899,N2,5.475
0.4471,0.1225,0.2893,0.2669,N2,5.483333
0.4451,0.1311,0.2681,0.2588,N2,5.491667
0.4413,0.1238,0.2835,0.2874,N2,5.5
0.4632,0.1831,0.24,0.2758,N2,5.508333
0.4628,0.1555,0.2757,0.3012,N2,5.516667
0.4289,0.1363,0.2631,0.2822,N2,5.525
0.2804,0.1772,0.2188,0.1911,N3,5.533333
0.3074,0.1921,0.1969,0.2114,N3,5.541667
0.2772,0.1817,0.1791,0.2125,N3,5.55
0.2958,0.2167,0.1945,0.2058,N3,5.558333
0.2967,0.1854,0.1961,0.2417,N3,5.566667
0.304,0.1923,0.2147,0.1899,N3,5.575
0.2836,0.1648,0.2087,0.1907,N3,5.583333
0.2837,0.2058,0.217,0.2085,N3,5.591667
0.3199,0.1893,0.1637,0.1961,N3,5.6
0.2846,0.1837,0.1965,0.2017,N3,5.608333
0.301,0.2236,0.1634,0.1834,N3,5.616667
0.3041,0.2074,0.1762,0.23,N3,5.625
0.3067,0.1893,0.2118,0.1932,N3,5.633333
0.2876,0.1849,0.2183,0.2104,N3,5.641667
0.3009,0.2314,0.2378,0.2059,N3,5.65
0.3208,0.209,0.2058,0.1757,N3,5.658333
0.3326,0.2232,0.2034,0.2036,N3,5.666667
0.3358,0.2119,0.1586,0.1686,N3,5.675
0.4484,0.2505,0.2498,0.2893,N2,5.683333
0.4868,0.2097,0.2717,0.2847,N2,5.691667
0.478,0.1841,0.2707,0.278,N2,5.7
0.4238,0.2502,0.2527,0.3049,N2,5.708333
0.477,0.2363,0.2931,0.2557,N2,5.716667
0.505,0.2236,0.2607,0.2613,N2,5.725
0.4568,0.2352,0.2698,0.307,N2,5.733333
0.4283,0.1918,0.2855,0.2626,N2,5.741667
0.4398,0.2277,0.2905,0.3015,N2,5.75
0.4396,0.231,0.2812,0.2908,N2,5.758333
0.4497,0.2471,0.2636,0.2861,N2,5.766667
0.4454,0.2312,0.2533,0.2642,N2,5.775
0.474,0.226,0.2782,0.3024,N2,5.783333
0.4429,0.217,0.2916,0.2804,N2,5.791667
0.463,0.2348,0.3052,0.2947,N2,5.8
0.4442,0.2011,0.2559,0.2914,N2,5.808333
0.463,0.2217,0.2663,0.2962,N2,5.816667
0.4368,0.2227,0.2618,0.2499,N2,5.825
0.463,0.2877,0.2398,0.2674,N2,5.833333
0.4286,0.2379,0.3242,0.2628,N2,5.841667
0.4832,0.2267,0.3043,0.2833,N2,5.85
0.4652,0.255,0.292,0.3096,N2,5.858333
0.4307,0.2239,0.2745,0.2974,N2,5.866667
0.4667,0.2686,0.2277,0.2611,N2,5.875
0.4505,0.2088,0.276,0.2768,N2,5.883333
0.4452,0.2599,0.3048,0.2533,N2,5.891667
0.4247,0.2598,0.2759,0.2674,N2,5.9
0.4419,0.2392,0.2368,0.2919,N2,5.908333
0.4188,0.2698,0.2723,0.3112,N2,5.916667
0.4763,0.2497,0.2901,0.296,N2,5.925
0.4299,0.2741,0.2593,0.29,N2,5.933333
0.4198,0.2606,0.2649,0.2769,N2,5.941667
0.4267,0.2635,0.3053,0.2894,N2,5.95
0.4682,0.276,0.2652,0.2578,N2,5.958333
0.4404,0.2814,0.2734,0.2502,N2,5.966667
0.482,0.2942,0.2679,0.3116,N2,5.975
0.426,0.282,0.2815,0.3295,N2,5.983333
0.4872,0.2568,0.288,0.268,N2,5.991667
0.4665,0.3113,0.2986,0.3074,N2,6.0
0.4533,0.3033,0.3139,0.2527,N2,6.008333
0.9003,0.2964,0.0603,0.0724,REM,6.016667
0.9075,0.3158,0.0204,0.0575,REM,6.025
0.8951,0.284,0.0207,0.0719,REM,6.033333
0.8998,0.2717,0.045,0.0502,REM,6.041667
0.8969,0.3159,0.0,0.0689,REM,6.05
0.9176,0.3208,0.0519,0.0505,REM,6.058333
0.9084,0.2933,0.0587,0.0683,REM,6.066667
0.8989,0.2763,0.0421,0.0594,REM,6.075
0.8469,0.3359,0.0667,0.0633,REM,6.083333
0.9225,0.3034,0.0266,0.0675,REM,6.091667
0.8758,0.3161,0.0271,0.0402,REM,6.1
0.9237,0.3273,0.0304,0.0476,REM,6.108333
0.8974,0.3298,0.0798,0.072,REM,6.116667
0.9283,0.3518,0.0431,0.0688,REM,6.125
0.8976,0.3358,0.0611,0.0354,REM,6.133333
0.8968,0.3602,0.0804,0.0619,REM,6.141667
0.875,0.2826,0.0871,0.0344,REM,6.15
0.8944,0.3603,0.0276,0.0673,REM,6.158333
0.8663,0.3248,0.0451,0.0464,REM,6.166667
0.9057,0.3526,0.0615,0.0372,REM,6.175
0.8965,0.3842,0.0625,0.0632,REM,6.183333
0.8999,0.3424,0.043,0.0,REM,6.191667
0.8877,0.4012,0.0452,0.0318,REM,6.2
0.8968,0.3548,0.0402,0.0543,REM,6.208333
0.9008,0.3401,0.0437,0.0152,REM,6.216667
0.8585,0.3681,0.0614,0.0847,REM,6.225
0.9116,0.4027,0.0522,0.0619,REM,6.233333
0.9204,0.4133,0.0789,0.0484,REM,6.241667
0.8948,0.3818,0.0544,0.064,REM,6.25
0.8917,0.3951,0.0478,0.0179,REM,6.258333
0.8819,0.4078,0.0328,0.0322,REM,6.266667
0.872,0.3922,0.0821,0.072,REM,6.275
0.8789,0.387,0.0628,0.034,REM,6.283333
0.9356,0.4163,0.0119,0.0842,REM,6.291667
0.8754,0.4206,0.0481,0.0577,REM,6.3
0.9072,0.4496,0.0315,0.0374,REM,6.308333
0.8945,0.441,0.0567,0.0291,REM,6.316667
0.884,0.41,0.0429,0.0324,REM,6.325
0.8937,0.4261,0.0734,0.0541,REM,6.333333
0.8979,0.433,0.0718,0.0655,REM,6.341667
0.8896,0.4279,0.0405,0.0057,REM,6.35
0.9028,0.4301,0.0423,0.0377,REM,6.358333
0.5075,0.4496,0.3221,0.3049,N1,6.366667
0.5138,0.4742,0.3081,0.2812,N1,6.375
0.4533,0.4465,0.3143,0.2901,N1,6.383333
0.5244,0.5098,0.2919,0.2858,N1,6.391667
0.4303,0.4604,0.3033,0.2759,N2,6.4
0.4661,0.4623,0.2695,0.2576,N2,6.408333
0.4397,0.4745,0.3098,0.2637,N2,6.416667
0.4491,0.4893,0.2579,0.2729,N2,6.425
0.415,0.4815,0.3412,0.2561,N2,6.433333
0.4684,0.4778,0.2734,0.2782,N2,6.441667
0.4215,0.5072,0.2661,0.3112,N2,6.45
0.463,0.4988,0.3175,0.2926,N2,6.458333
0.4209,0.5411,0.2911,0.3188,N2,6.466667
0.4555,0.5142,0.2657,0.3122,N2,6.475
0.4345,0.5215,0.2728,0.2573,N2,6.483333
0.4604,0.4812,0.2701,0.2791,N2,6.491667
0.478,0.4937,0.3223,0.3092,N2,6.5
0.4801,0.5262,0.2561,0.2929,N2,6.508333
0.459,0.5186,0.281,0.2899,N2,6.516667
0.4416,0.5564,0.2701,0.2855,N2,6.525
0.4269,0.5423,0.2831,0.2147,N2,6.533333
0.446,0.5605,0.2496,0.2636,N2,6.541667
0.4242,0.6009,0.3002,0.2727,N2,6.55
0.4628,0.5653,0.2977,0.2466,N2,6.558333
0.4803,0.6005,0.3073,0.2556,N2,6.566667
0.4464,0.552,0.2649,0.2633,N2,6.575
0.4291,0.5616,0.2465,0.2976,N2,6.583333
0.4628,0.595,0.2521,0.2669,N2,6.591667
0.4361,0.5743,0.2935,0.2673,N2,6.6
0.4299,0.5926,0.2918,0.2967,N2,6.608333
0.4252,0.5923,0.2838,0.2705,N2,6.616667
0.4846,0.5421,0.2711,0.2814,N2,6.625
0.4424,0.5754,0.2876,0.2937,N2,6.633333
0.4468,0.6124,0.2657,0.2466,N2,6.641667
0.4272,0.5656,0.2784,0.2748,N2,6.65
0.4597,0.6008,0.3034,0.2654,N2,6.658333
0.453,0.6269,0.242,0.2793,N2,6.666667
0.4642,0.6322,0.2704,0.2725,N2,6.675
0.4583,0.602,0.2509,0.2737,N2,6.683333
0.4515,0.634,0.2709,0.2598,N2,6.691667
0.4635,0.6573,0.2668,0.2629,N2,6.7
0.4881,0.6284,0.2854,0.2759,N2,6.708333
0.4511,0.6743,0.2641,0.2722,N2,6.716667
0.4682,0.6447,0.2807,0.2733,N2,6.725
0.4456,0.6555,0.2785,0.2476,N2,6.733333
0.4451,0.6759,0.2817,0.2629,N2,6.741667
0.4641,0.6379,0.2885,0.283,N2,6.75
0.4252,0.6627,0.2841,0.2852,N2,6.758333
0.4569,0.6756,0.2839,0.2622,N2,6.766667
0.4428,0.7084,0.3023,0.2681,N2,6.775
0.4415,0.6836,0.24,0.2624,N2,6.783333
0.4724,0.6855,0.2434,0.2573,N2,6.791667
0.4488,0.7029,0.2453,0.3077,N2,6.8
0.4528,0.6981,0.2663,0.2615,N2,6.808333
0.4363,0.7013,0.2657,0.2776,N2,6.816667
0.43,0.6759,0.3065,0.2839,N2,6.825
0.4405,0.6969,0.2494,0.2458,N2,6.833333
0.474,0.6735,0.2963,0.2645,N2,6.841667
0.4768,0.7153,0.2592,0.3112,N2,6.85
0.4468,0.6866,0.2643,0.2908,N2,6.858333
0.4663,0.726,0.2467,0.2511,N2,6.866667
0.4295,0.6972,0.2734,0.2723,N2,6.875
0.2989,0.6982,0.1848,0.1884,N3,6.883333
0.2471,0.7205,0.1954,0.1787,N3,6.891667
0.3578,0.744,0.2116,0.2068,N3,6.9
0.3212,0.7053,0.1778,0.1916,N3,6.908333
0.2966,0.7121,0.1931,0.1849,N3,6.916667
0.2906,0.7698,0.1965,0.204,N3,6.925
0.4221,0.7507,0.2692,0.2642,N2,6.933333
0.4421,0.7178,0.2869,0.2697,N2,6.941667
0.4272,0.7718,0.2822,0.2817,N2,6.95
0.465,0.7483,0.2821,0.2867,N2,6.958333
0.4467,0.7676,0.2894,0.2976,N2,6.966667
0.4694,0.7587,0.2445,0.2616,N2,6.975
0.4196,0.7098,0.3343,0.3063,N2,6.983333
0.428,0.719,0.281,0.2661,N2,6.991667
0.4596,0.7584,0.2699,0.2632,N2,7.0
0.4405,0.7977,0.2617,0.2629,N2,7.008333
0.4739,0.7803,0.2669,0.2563,N2,7.016667
0.4691,0.8042,0.3041,0.3204,N2,7.025
0.4725,0.7546,0.3046,0.2563,N2,7.033333
0.4418,0.7568,0.2973,0.3151,N2,7.041667
0.4536,0.7737,0.2268,0.2822,N2,7.05
0.4345,0.8011,0.2459,0.2889,N2,7.058333
0.4606,0.8123,0.2449,0.2701,N2,7.066667
0.4619,0.7884,0.2666,0.3195,N2,7.075
0.4528,0.8063,0.2682,0.2837,N2,7.083333
0.4272,0.8254,0.2605,0.2551,N2,7.091667
0.4257,0.7665,0.2718,0.2913,N2,7.1
0.4393,0.7791,0.271,0.2894,N2,7.108333
0.4533,0.7724,0.316,0.2969,N2,7.116667
0.454,0.7939,0.2577,0.2821,N2,7.125
0.4668,0.8526,0.2617,0.2856,N2,7.133333
0.4449,0.8069,0.3025,0.2656,N2,7.141667
0.4729,0.8186,0.2824,0.2814,N2,7.15
0.4908,0.8195,0.33,0.2736,N2,7.158333
0.4553,0.8178,0.2916,0.27,N2,7.166667
0.4445,0.7931,0.2809,0.3093,N2,7.175
0.4478,0.8162,0.2615,0.2523,N2,7.183333
0.4451,0.8531,0.2847,0.2813,N2,7.191667
0.4601,0.8261,0.2834,0.296,N2,7.2
0.4496,0.785,0.2694,0.2936,N2,7.208333
0.4359,0.8547,0.2579,0.2823,N2,7.216667
0.4519,0.8716,0.2742,0.3043,N2,7.225
0.4579,0.8086,0.286,0.2659,N2,7.233333
0.4462,0.8461,0.318,0.2817,N2,7.241667
0.4603,0.8342,0.2544,0.301,N2,7.25
0.4506,0.8139,0.2873,0.2685,N2,7.258333
0.876,0.8176,0.068,0.0481,REM,7.266667
0.9258,0.8472,0.0396,0.0723,REM,7.275
0.8717,0.803,0.0354,0.0543,REM,7.283333
0.9081,0.8411,0.0338,0.0521,REM,7.291667
0.9264,0.8218,0.0622,0.0461,REM,7.3
0.8703,0.8256,0.0697,0.0769,REM,7.308333
0.8908,0.8364,0.0777,0.0676,REM,7.316667
0.9388,0.8439,0.0634,0.0701,REM,7.325
0.9205,0.858,0.0492,0.059,REM,7.333333
0.9023,0.8321,0.0677,0.0694,REM,7.341667
0.8905,0.8209,0.0329,0.0651,REM,7.35
0.8876,0.8703,0.0158,0.0715,REM,7.358333
0.8935,0.8455,0.0221,0.0398,REM,7.366667
0.9143,0.8742,0.0284,0.0553,REM,7.375
0.9154,0.8276,0.0632,0.0452,REM,7.383333
0.8927,0.8581,0.0248,0.0184,REM,7.391667
0.8949,0.8331,0.0341,0.0484,REM,7.4
0.8951,0.8293,0.0315,0.0572,REM,7.408333
0.9349,0.8637,0.0693,0.0387,REM,7.416667
0.8811,0.8583,0.0286,0.0566,REM,7.425
0.8791,0.8525,0.033,0.0516,REM,7.433333
0.9195,0.8067,0.0681,0.0321,REM,7.441667
0.8903,0.8443,0.0691,0.0114,REM,7.45
0.8901,0.8417,0.0481,0.0486,REM,7.458333
0.8775,0.8998,0.0697,0.0863,REM,7.466667
0.8401,0.8639,0.072,0.0461,REM,7.475
0.8762,0.8553,0.0654,0.0156,REM,7.483333
0.883,0.8538,0.0546,0.0336,REM,7.491667
0.9201,0.8607,0.0617,0.0544,REM,7.5
0.8721,0.899,0.0459,0.0488,REM,7.508333
0.9135,0.8662,0.071,0.0546,REM,7.516667
0.9049,0.8596,0.0672,0.036,REM,7.525
0.9052,0.8485,0.0518,0.0284,REM,7.533333
0.9231,0.8531,0.0583,0.0232,REM,7.541667
0.8836,0.894,0.0395,0.0344,REM,7.55
0.9179,0.8753,0.0214,0.0487,REM,7.558333
0.9094,0.8665,0.0499,0.0442,REM,7.566667
0.8941,0.8062,0.0777,0.0613,REM,7.575
0.8526,0.8528,0.0282,0.035,REM,7.583333
0.9014,0.8359,0.0498,0.0449,REM,7.591667
0.8995,0.8084,0.08,0.0327,REM,7.6
0.8957,0.8191,0.0962,0.0762,REM,7.608333
0.9489,0.7855,0.0545,0.0419,REM,7.616667
0.8844,0.7869,0.0062,0.0499,REM,7.625
0.9122,0.799,0.0091,0.0431,REM,7.633333
0.902,0.818,0.0465,0.0586,REM,7.641667
0.9082,0.804,0.0552,0.0556,REM,7.65
0.9194,0.813,0.0294,0.0798,REM,7.658333
0.91,0.7735,0.0323,0.0732,REM,7.666667
0.8589,0.7675,0.0399,0.0314,REM,7.675
0.8943,0.7621,0.0328,0.0471,REM,7.683333
0.9374,0.7751,0.0277,0.0476,REM,7.691667
0.9046,0.7675,0.0505,0.0223,REM,7.7
0.9131,0.7803,0.0556,0.0409,REM,7.708333
0.9124,0.7605,0.0243,0.0548,REM,7.716667
0.8931,0.7345,0.0582,0.0651,REM,7.725
0.9327,0.756,0.029,0.0783,REM,7.733333
0.8919,0.7596,0.071,0.0695,REM,7.741667
0.4989,0.7596,0.2922,0.3123,N1,7.75
0.501,0.7388,0.3078,0.3163,N1,7.758333
0.5108,0.7133,0.3587,0.3226,N1,7.766667
0.5553,0.7558,0.3074,0.3076,N1,7.775
0.4501,0.7161,0.2621,0.3017,N2,7.783333
0.449,0.6853,0.2738,0.2923,N2,7.791667
0.4069,0.722,0.3061,0.2871,N2,7.8
0.4444,0.7312,0.2912,0.2981,N2,7.808333
0.4433,0.7021,0.2672,0.2799,N2,7.816667
0.4748,0.713,0.2688,0.2999,N2,7.825
0.4478,0.6872,0.3009,0.289,N2,7.833333
0.4495,0.6971,0.2551,0.2854,N2,7.841667
0.4085,0.6508,0.2696,0.2934,N2,7.85
0.4692,0.6775,0.277,0.2569,N2,7.858333
0.465,0.6517,0.283,0.2647,N2,7.866667
0.4312,0.6688,0.2652,0.2871,N2,7.875
0.4624,0.6224,0.2717,0.2747,N2,7.883333
0.4383,0.6603,0.2581,0.2781,N2,7.891667
0.4468,0.6158,0.3045,0.296,N2,7.9
0.4736,0.6539,0.254,0.2861,N2,7.908333
0.4348,0.647,0.2652,0.2688,N2,7.916667
0.4419,0.6361,0.2579,0.2593,N2,7.925
0.4626,0.6113,0.3014,0.2823,N2,7.933333
0.4337,0.626,0.3106,0.3109,N2,7.941667
0.4194,0.6459,0.3002,0.2634,N2,7.95
0.4499,0.637,0.2531,0.2645,N2,7.958333
0.4777,0.6252,0.3055,0.3001,N2,7.966667
0.4265,0.6062,0.3189,0.2831,N2,7.975
0.4637,0.6114,0.2778,0.2576,N2,7.983333
0.4311,0.6129,0.272,0.2847,N2,7.991667
